Sale_Id;Product_Id;Customer_Id;Salesman_Id;Sale_Amount;Sale_Date
5464605;75898765;2018310;4625;1;2015.10.08
5464705;77598765;2018310;4625;1;2018.04.02
5464805;71298765;2018310;1625;2;2016.06.23
5464905;83298765;2018310;2625;2;2012.05.13
5465005;91798765;2018310;3625;1;2011.07.10
5465105;10312345;2018311;1631;1;2016.07.02
5465205;11612345;2018311;1631;1;2017.10.14
5465305;21312345;2018311;1631;2;2014.11.05
5465405;23012345;2018311;2631;1;2016.07.24
5465505;33812345;2018311;2631;3;2010.07.02
5465605;30512345;2018311;2631;1;2011.10.22
5465705;42354321;2018311;3631;1;2013.04.16
5465805;52654321;2018311;3631;1;2017.09.13
5465905;50354321;2018311;3631;3;2017.06.10
5466005;62454321;2018311;4631;1;2011.01.07
5466105;75898765;2018311;4631;2;2017.02.28
5466205;75498765;2018311;4631;1;2014.11.05
5466305;75498765;2018311;1631;3;2011.10.30
5466405;81198765;2018311;2631;1;2012.04.10
5466505;94098765;2018311;3631;2;2010.09.16
5466605;10312345;2018312;1632;1;2013.01.05
5466705;10912345;2018312;1632;2;2013.10.18
5466805;22312345;2018312;1632;3;2011.12.08
5466905;23212345;2018312;2632;1;2013.03.09
5467005;30212345;2018312;2632;1;2016.07.05
5467105;31512345;2018312;2632;1;2018.03.09
5467205;40554321;2018312;3632;3;2011.12.16
5467305;52654321;2018312;3632;2;2018.02.26
5467405;53954321;2018312;3632;1;2011.12.22
5467505;63354321;2018312;4632;2;2011.06.04
5467605;79998765;2018312;4632;3;2015.11.21
5467705;76598765;2018312;4632;2;2015.07.15
5467805;73998765;2018312;1632;3;2015.10.03
5467905;80998765;2018312;2632;2;2011.10.15
5468005;96198765;2018312;3632;1;2014.06.12
5468105;10412345;2018313;1633;3;2010.07.11
5468205;10612345;2018313;1633;3;2012.05.24
5468305;21112345;2018313;1633;2;2016.09.25
5468405;22612345;2018313;2633;2;2011.01.28
5468505;34812345;2018313;2633;2;2015.08.21
5468605;32412345;2018313;2633;2;2017.01.15
5468705;42554321;2018313;3633;2;2017.12.28
5468805;51954321;2018313;3633;2;2011.07.25
5468905;51954321;2018313;3633;2;2013.10.30
5469005;62854321;2018313;4633;3;2011.05.24
5469105;72998765;2018313;4633;3;2014.06.02
5469205;70798765;2018313;4633;1;2015.08.27
5469305;79698765;2018313;1633;3;2015.03.04
5469405;84798765;2018313;2633;1;2013.02.22
5469505;93098765;2018313;3633;2;2018.03.30
5469605;12512345;2018314;1634;3;2017.03.31
5469705;12212345;2018314;1634;2;2015.08.15
5469805;21112345;2018314;1634;3;2010.09.17
5469905;22712345;2018314;2634;2;2014.06.09
5470005;34912345;2018314;2634;2;2017.07.06
5470105;33212345;2018314;2634;3;2014.02.24
5470205;43054321;2018314;3634;2;2014.09.29
5470305;52954321;2018314;3634;2;2012.03.17
5470405;52854321;2018314;3634;2;2014.11.26
5470505;63454321;2018314;4634;2;2010.09.25
5470605;70898765;2018314;4634;3;2014.07.13
5470705;73698765;2018314;4634;2;2011.02.01
5470805;70998765;2018314;1634;1;2014.01.03
5470905;80698765;2018314;2634;3;2012.04.29
5471005;91498765;2018314;3634;1;2010.07.22
5471105;14412345;2018315;1635;2;2011.12.11
5471205;13312345;2018315;1635;3;2018.01.21
5471305;24112345;2018315;1635;1;2015.11.15
5471405;24112345;2018315;2635;3;2014.09.21
5471505;34212345;2018315;2635;3;2014.05.13
5471605;31012345;2018315;2635;2;2012.12.02
5471705;41854321;2018315;3635;2;2013.05.15
5471805;50854321;2018315;3635;3;2012.04.24
5471905;50854321;2018315;3635;1;2014.10.09
5472005;63854321;2018315;4635;1;2015.10.19
5472105;78998765;2018315;4635;3;2010.04.25
5472205;75098765;2018315;4635;1;2012.03.26
5472305;79298765;2018315;1635;1;2013.12.09
5472405;82398765;2018315;2635;3;2016.09.15
5472505;92698765;2018315;3635;3;2016.05.04
5472605;12612345;2018316;1641;1;2011.04.24
5472705;14712345;2018316;1641;2;2011.11.26
5472805;21512345;2018316;1641;2;2013.10.22
5472905;23212345;2018316;2641;2;2017.09.25
5473005;31112345;2018316;2641;3;2010.03.20
5473105;33112345;2018316;2641;3;2012.09.24
5473205;41954321;2018316;3641;1;2018.05.11
5473305;50354321;2018316;3641;3;2017.07.13
5473405;53954321;2018316;3641;3;2013.09.22
5473505;61354321;2018316;4641;3;2015.12.27
5473605;79798765;2018316;4641;3;2015.11.05
5473705;70498765;2018316;4641;3;2015.01.14
5473805;70398765;2018316;1641;2;2015.03.17
5473905;83898765;2018316;2641;2;2012.01.28
5474005;97398765;2018316;3641;3;2011.04.28
5474105;10312345;2018317;1642;2;2012.06.29
5474205;11912345;2018317;1642;2;2011.05.07
5474305;22012345;2018317;1642;1;2015.05.03
5474405;24812345;2018317;2642;3;2012.04.02
5474505;33612345;2018317;2642;1;2011.06.19
5474605;31212345;2018317;2642;2;2017.07.20
5474705;40954321;2018317;3642;3;2015.05.13
5474805;53054321;2018317;3642;2;2017.11.06
5474905;53554321;2018317;3642;3;2014.01.03
5475005;61654321;2018317;4642;1;2012.11.18
5475105;79598765;2018317;4642;3;2017.02.09
5475205;78198765;2018317;4642;3;2013.04.20
5475305;78198765;2018317;1642;2;2012.05.09
5475405;82898765;2018317;2642;1;2015.09.23
5475505;93598765;2018317;3642;2;2016.07.24
5475605;12512345;2018318;1643;1;2012.05.15
5475705;11912345;2018318;1643;3;2014.08.06
5475805;23612345;2018318;1643;2;2013.03.02
5475905;24512345;2018318;2643;3;2014.05.05
5476005;33312345;2018318;2643;2;2017.08.29
5476105;34712345;2018318;2643;3;2013.01.26
5476205;43354321;2018318;3643;1;2012.03.28
5476305;53254321;2018318;3643;3;2011.04.17
5476405;53254321;2018318;3643;1;2016.02.25
5476505;62854321;2018318;4643;2;2016.01.10
5476605;76098765;2018318;4643;3;2015.07.06
5476705;75398765;2018318;4643;3;2012.08.13
5476805;73798765;2018318;1643;1;2013.07.09
5476905;82698765;2018318;2643;3;2012.08.24
5477005;96298765;2018318;3643;3;2018.03.11
5477105;14512345;2018319;1644;1;2015.08.28
5477205;11112345;2018319;1644;3;2012.04.20
5477305;24812345;2018319;1644;2;2010.12.12
5477405;23412345;2018319;2644;3;2015.10.10
5477505;33412345;2018319;2644;2;2016.12.25
5477605;30212345;2018319;2644;3;2011.02.28
5477705;41354321;2018319;3644;2;2012.06.13
5477805;50154321;2018319;3644;1;2015.10.04
5477905;51154321;2018319;3644;1;2010.08.28
5478005;63954321;2018319;4644;2;2016.01.04
5478105;78698765;2018319;4644;3;2011.11.18
5478205;76498765;2018319;4644;1;2017.07.19
5478305;73898765;2018319;1644;2;2017.03.05
5478405;84598765;2018319;2644;1;2013.09.06
5478505;96798765;2018319;3644;2;2015.03.22
5478605;13112345;2018320;1645;1;2010.03.29
5478705;14812345;2018320;1645;3;2017.01.30
5478805;21412345;2018320;1645;2;2011.09.08
5478905;22812345;2018320;2645;1;2011.12.09
5479005;31312345;2018320;2645;2;2015.01.22
5479105;31012345;2018320;2645;1;2017.10.11
5479205;43354321;2018320;3645;2;2011.10.28
5479305;53254321;2018320;3645;2;2015.02.12
5479405;51454321;2018320;3645;1;2015.07.12
5479505;61154321;2018320;4645;2;2012.06.12
5479605;74498765;2018320;4645;2;2017.08.31
5479705;73998765;2018320;4645;2;2013.09.01
5479805;76598765;2018320;1645;3;2016.01.01
5479905;81198765;2018320;2645;1;2016.12.17
5480005;97998765;2018320;3645;1;2010.02.19
5480105;11512345;2018321;1651;1;2012.04.17
5480205;11012345;2018321;1651;2;2010.05.04
5480305;21912345;2018321;1651;1;2015.09.26
5480405;22812345;2018321;2651;1;2010.03.19
5480505;32912345;2018321;2651;3;2013.11.06
5480605;33312345;2018321;2651;1;2012.05.21
5480705;43654321;2018321;3651;1;2010.06.12
5480805;52154321;2018321;3651;3;2015.03.09
5480905;53254321;2018321;3651;2;2016.03.03
5481005;63554321;2018321;4651;3;2014.04.14
5481105;77398765;2018321;4651;3;2017.03.12
5481205;76898765;2018321;4651;2;2017.10.22
5481305;70698765;2018321;1651;1;2016.11.10
5481405;81698765;2018321;2651;1;2017.11.04
5481505;92998765;2018321;3651;2;2016.09.05
5481605;14212345;2018322;1652;2;2015.09.29
5481705;14012345;2018322;1652;2;2011.05.19
5481805;20712345;2018322;1652;2;2014.07.26
5481905;24112345;2018322;2652;2;2012.08.15
5482005;35012345;2018322;2652;3;2014.12.01
5482105;31412345;2018322;2652;2;2012.02.04
5482205;43254321;2018322;3652;3;2012.01.07
5482305;52354321;2018322;3652;2;2017.12.27
5482405;51754321;2018322;3652;3;2017.02.15
5482505;61554321;2018322;4652;3;2012.01.25
5482605;76698765;2018322;4652;1;2016.02.16
5482705;79398765;2018322;4652;1;2011.01.05
5482805;72398765;2018322;1652;2;2013.01.10
5482905;81498765;2018322;2652;1;2015.03.29
5483005;93498765;2018322;3652;1;2017.01.03
5483105;12012345;2018323;1653;3;2016.10.13
5483205;13212345;2018323;1653;2;2013.12.01
5483305;24412345;2018323;1653;1;2014.01.28
5483405;23112345;2018323;2653;2;2012.07.22
5483505;35112345;2018323;2653;2;2014.08.08
5483605;34612345;2018323;2653;1;2014.11.13
5483705;41454321;2018323;3653;2;2017.08.01
5483805;53054321;2018323;3653;2;2016.02.02
5483905;53754321;2018323;3653;2;2017.09.06
5484005;63554321;2018323;4653;1;2014.01.29
5484105;75298765;2018323;4653;2;2012.12.14
5484205;74098765;2018323;4653;3;2015.07.20
5484305;71798765;2018323;1653;1;2011.10.20
5484405;82698765;2018323;2653;2;2016.09.17
5484505;98098765;2018323;3653;2;2014.04.08
5484605;11612345;2018324;1654;1;2017.07.20
5484705;11112345;2018324;1654;1;2014.03.14
5484805;21512345;2018324;1654;2;2016.11.26
5484905;22412345;2018324;2654;1;2011.05.14
5485005;33912345;2018324;2654;1;2011.12.09
5485105;33612345;2018324;2654;1;2014.05.10
5485205;42454321;2018324;3654;1;2017.09.02
5485305;53454321;2018324;3654;3;2011.07.05
5485405;51954321;2018324;3654;2;2012.02.19
5485505;61554321;2018324;4654;2;2014.10.29
5485605;77598765;2018324;4654;2;2012.06.22
5485705;79098765;2018324;4654;1;2011.04.10
5485805;79798765;2018324;1654;1;2010.09.20
5485905;83398765;2018324;2654;2;2016.04.17
5486005;91198765;2018324;3654;1;2016.04.10
5486105;11612345;2018325;1655;1;2015.10.03
5486205;11112345;2018325;1655;1;2016.12.16
5486305;24412345;2018325;1655;3;2017.11.10
5486405;24312345;2018325;2655;2;2010.05.01
5486505;33112345;2018325;2655;1;2014.06.25
5486605;31912345;2018325;2655;2;2013.08.31
5486705;43354321;2018325;3655;2;2014.10.05
5486805;51754321;2018325;3655;2;2016.11.11
5486905;50654321;2018325;3655;3;2016.06.21
5487005;60454321;2018325;4655;1;2011.05.07
5487105;74398765;2018325;4655;1;2010.05.08
5487205;71698765;2018325;4655;2;2010.09.29
5487305;76598765;2018325;1655;3;2017.04.21
5487405;80498765;2018325;2655;3;2014.06.10
5487505;95298765;2018325;3655;2;2012.02.18
5487605;13212345;2018326;1661;3;2011.01.14
5487705;13912345;2018326;1661;2;2011.10.22
5487805;23412345;2018326;1661;1;2014.12.05
5487905;21812345;2018326;2661;2;2011.07.21
5488005;32512345;2018326;2661;2;2010.06.30
5488105;30412345;2018326;2661;1;2011.11.13
5488205;42754321;2018326;3661;3;2017.10.23
5488305;51854321;2018326;3661;2;2010.01.21
5488405;52454321;2018326;3661;1;2013.02.07
5488505;62554321;2018326;4661;1;2018.04.09
5488605;79698765;2018326;4661;2;2016.07.09
5488705;73898765;2018326;4661;1;2015.05.28
5488805;76898765;2018326;1661;1;2011.01.17
5488905;82398765;2018326;2661;3;2016.03.01
5489005;91698765;2018326;3661;2;2015.02.26
5489105;14512345;2018327;1662;1;2017.06.24
5489205;12912345;2018327;1662;1;2010.08.16
5489305;24612345;2018327;1662;2;2013.04.20
5489405;22012345;2018327;2662;1;2015.05.07
5489505;32012345;2018327;2662;2;2018.02.20
5489605;31612345;2018327;2662;3;2015.04.23
5489705;42954321;2018327;3662;2;2010.12.10
5489805;53754321;2018327;3662;1;2011.05.22
5489905;51754321;2018327;3662;3;2012.12.23
5490005;60954321;2018327;4662;1;2014.09.09
5490105;71798765;2018327;4662;2;2012.11.20
5490205;71598765;2018327;4662;3;2014.09.04
5490305;71698765;2018327;1662;1;2013.05.15
5490405;84598765;2018327;2662;1;2012.08.28
5490505;94598765;2018327;3662;3;2012.01.12
5490605;11912345;2018328;1663;1;2016.02.28
5490705;13312345;2018328;1663;3;2015.09.12
5490805;22712345;2018328;1663;2;2016.06.27
5490905;24912345;2018328;2663;2;2011.10.07
5491005;30612345;2018328;2663;3;2011.05.01
5491105;33012345;2018328;2663;2;2013.10.31
5491205;40754321;2018328;3663;2;2013.07.19
5491305;50554321;2018328;3663;1;2013.09.16
5491405;51254321;2018328;3663;3;2014.07.21
5491505;61754321;2018328;4663;2;2017.03.12
5491605;74598765;2018328;4663;2;2011.10.18
5491705;77898765;2018328;4663;1;2017.10.27
5491805;78498765;2018328;1663;3;2013.03.18
5491905;83498765;2018328;2663;3;2016.01.15
5492005;94898765;2018328;3663;1;2015.09.24
5492105;14512345;2018329;1664;3;2017.07.11
5492205;10912345;2018329;1664;2;2012.04.20
5492305;23712345;2018329;1664;2;2016.11.04
5492405;21412345;2018329;2664;3;2014.07.17
5492505;31712345;2018329;2664;1;2015.12.02
5492605;32512345;2018329;2664;2;2012.11.06
5492705;41054321;2018329;3664;2;2015.12.22
5492805;51754321;2018329;3664;3;2017.03.01
5492905;51754321;2018329;3664;3;2011.08.20
5493005;63854321;2018329;4664;2;2017.01.10
5493105;72698765;2018329;4664;3;2011.08.03
5493205;72298765;2018329;4664;2;2016.02.09
5493305;77598765;2018329;1664;1;2012.08.10
5493405;82098765;2018329;2664;3;2012.07.09
5493505;92698765;2018329;3664;2;2017.08.07
5493605;12112345;2018330;1665;2;2012.11.06
5493705;13412345;2018330;1665;2;2017.08.18
5493805;24912345;2018330;1665;1;2017.05.19
5493905;22012345;2018330;2665;2;2013.07.28
5494005;34212345;2018330;2665;2;2017.03.10
5494105;33812345;2018330;2665;3;2015.01.09
5494205;42854321;2018330;3665;1;2016.02.17
5494305;52254321;2018330;3665;1;2013.09.15
5494405;53454321;2018330;3665;1;2013.04.13
5494505;63554321;2018330;4665;3;2016.10.21
5494605;78298765;2018330;4665;1;2011.11.07
5494705;70698765;2018330;4665;2;2015.08.11
5494805;76198765;2018330;1665;3;2013.03.29
5494905;81798765;2018330;2665;3;2014.10.09
5495005;90198765;2018330;3665;2;2012.11.29
5495105;11212345;2018331;1671;3;2017.02.15
5495205;11812345;2018331;1671;2;2014.03.27
5495305;24512345;2018331;1671;3;2014.04.16
5495405;21012345;2018331;2671;3;2016.07.22
5495505;31612345;2018331;2671;1;2017.04.18
5495605;32012345;2018331;2671;2;2013.07.26
5495705;43554321;2018331;3671;3;2017.10.19
5495805;53854321;2018331;3671;1;2010.02.16
5495905;50154321;2018331;3671;3;2011.01.09
5496005;61354321;2018331;4671;1;2011.01.11
5496105;72098765;2018331;4671;3;2014.07.09
5496205;70798765;2018331;4671;2;2018.02.12
5496305;72498765;2018331;1671;1;2013.09.18
5496405;83398765;2018331;2671;3;2015.07.24
5496505;95798765;2018331;3671;1;2017.09.10
5496605;13212345;2018332;1672;3;2012.12.05
5496705;12612345;2018332;1672;3;2010.01.07
5496805;21312345;2018332;1672;3;2013.12.16
5496905;24912345;2018332;2672;2;2015.02.04
5497005;32612345;2018332;2672;1;2014.04.04
5497105;34612345;2018332;2672;1;2013.08.29
5497205;42154321;2018332;3672;3;2014.11.02
5497305;53554321;2018332;3672;2;2011.10.02
5497405;51654321;2018332;3672;2;2011.09.24
5497505;62754321;2018332;4672;1;2011.05.12
5497605;79398765;2018332;4672;3;2012.07.31
5497705;76898765;2018332;4672;2;2014.09.05
5497805;76198765;2018332;1672;2;2016.01.06
5497905;80198765;2018332;2672;1;2017.04.15
5498005;91798765;2018332;3672;1;2011.10.02
5498105;14812345;2018333;1673;3;2010.06.02
5498205;14512345;2018333;1673;2;2010.09.01
5498305;21012345;2018333;1673;1;2012.11.09
5498405;22112345;2018333;2673;3;2015.07.18
5498505;32012345;2018333;2673;3;2014.03.20
5498605;33812345;2018333;2673;3;2011.09.02
5498705;41154321;2018333;3673;1;2011.04.09
5498805;52754321;2018333;3673;3;2015.06.26
5498905;52554321;2018333;3673;2;2010.11.12
5499005;63154321;2018333;4673;2;2017.05.15
5499105;73998765;2018333;4673;1;2013.04.04
5499205;72698765;2018333;4673;2;2015.02.01
5499305;79698765;2018333;1673;1;2014.11.29
5499405;84898765;2018333;2673;2;2014.03.11
5499505;90798765;2018333;3673;3;2013.07.22
5499605;11812345;2018334;1674;1;2016.10.28
5499705;13012345;2018334;1674;1;2015.12.13
5499805;23512345;2018334;1674;2;2012.01.06
5499905;23412345;2018334;2674;1;2016.10.26
5500005;31612345;2018334;2674;2;2011.08.11
5500105;33212345;2018334;2674;2;2013.09.16
5500205;41854321;2018334;3674;2;2013.02.07
5500305;51154321;2018334;3674;2;2013.01.15
5500405;51954321;2018334;3674;2;2011.02.07
5500505;62354321;2018334;4674;1;2014.05.01
5500605;70998765;2018334;4674;1;2016.08.20
5500705;70198765;2018334;4674;2;2017.02.06
5500805;74598765;2018334;1674;2;2016.06.26
5500905;84698765;2018334;2674;1;2016.10.24
5501005;96198765;2018334;3674;1;2013.07.13
5501105;12912345;2018335;1675;2;2017.04.01
5501205;13212345;2018335;1675;3;2017.03.29
5501305;21512345;2018335;1675;1;2017.04.20
5501405;20612345;2018335;2675;3;2017.05.07
5501505;34312345;2018335;2675;3;2014.03.25
5501605;30112345;2018335;2675;2;2015.08.16
5501705;41054321;2018335;3675;2;2010.01.28
5501805;50854321;2018335;3675;2;2013.11.11
5501905;53054321;2018335;3675;2;2014.04.15
5502005;63654321;2018335;4675;2;2011.08.03
5502105;70198765;2018335;4675;1;2012.01.15
5502205;75798765;2018335;4675;1;2017.04.04
5502305;71898765;2018335;1675;1;2014.01.16
5502405;82798765;2018335;2675;3;2015.12.14
5502505;95998765;2018335;3675;3;2013.10.27
5502605;11312345;2018336;1681;2;2010.01.09
5502705;13412345;2018336;1681;3;2017.04.21
5502805;24612345;2018336;1681;1;2015.02.23
5502905;20612345;2018336;2681;1;2011.06.29
5503005;32412345;2018336;2681;2;2014.11.22
5503105;32812345;2018336;2681;3;2018.02.26
5503205;42254321;2018336;3681;1;2016.01.20
5503305;51854321;2018336;3681;3;2016.09.14
5503405;50554321;2018336;3681;1;2011.12.26
5503505;60454321;2018336;4681;1;2018.01.30
5503605;72598765;2018336;4681;3;2014.01.29
5503705;74898765;2018336;4681;1;2011.02.08
5503805;73798765;2018336;1681;3;2017.05.28
5503905;81698765;2018336;2681;2;2010.09.07
5504005;92998765;2018336;3681;2;2011.07.22
5504105;11112345;2018337;1682;2;2017.05.31
5504205;12712345;2018337;1682;3;2010.06.05
5504305;22012345;2018337;1682;2;2016.09.28
5504405;23312345;2018337;2682;2;2011.07.20
5504505;31912345;2018337;2682;3;2013.01.30
5504605;32712345;2018337;2682;1;2016.02.04
5504705;40554321;2018337;3682;1;2010.10.30
5504805;50854321;2018337;3682;2;2018.03.20
5504905;53954321;2018337;3682;2;2014.12.20
5505005;61454321;2018337;4682;2;2014.01.04
5505105;73198765;2018337;4682;2;2010.04.21
5505205;71698765;2018337;4682;1;2013.03.09
5505305;70698765;2018337;1682;3;2012.04.03
5505405;82298765;2018337;2682;3;2016.10.27
5505505;95298765;2018337;3682;1;2011.11.07
5505605;12912345;2018338;1683;3;2014.01.10
5505705;14012345;2018338;1683;1;2012.09.28
5505805;21812345;2018338;1683;3;2011.10.01
5505905;20512345;2018338;2683;1;2017.05.03
5506005;31512345;2018338;2683;3;2014.03.11
5506105;31612345;2018338;2683;1;2015.09.12
5506205;43154321;2018338;3683;2;2013.10.24
5506305;53754321;2018338;3683;3;2010.08.11
5506405;50654321;2018338;3683;1;2012.02.04
5506505;60854321;2018338;4683;3;2013.08.06
5506605;73198765;2018338;4683;1;2014.11.26
5506705;71398765;2018338;4683;2;2013.03.14
5506805;79098765;2018338;1683;3;2011.04.22
5506905;81998765;2018338;2683;1;2014.04.17
5507005;92198765;2018338;3683;3;2010.05.30
5507105;12712345;2018339;1684;2;2015.10.22
5507205;13412345;2018339;1684;2;2010.04.24
5507305;22312345;2018339;1684;3;2016.07.06
5507405;23912345;2018339;2684;3;2015.10.13
5507505;30912345;2018339;2684;3;2017.11.29
5507605;32312345;2018339;2684;2;2017.03.26
5507705;40554321;2018339;3684;1;2014.05.15
5507805;51254321;2018339;3684;1;2014.06.13
5507905;53154321;2018339;3684;3;2015.09.26
5508005;60454321;2018339;4684;1;2016.02.15
5508105;76098765;2018339;4684;3;2016.02.14
5508205;78398765;2018339;4684;1;2018.05.13
5508305;77598765;2018339;1684;2;2011.04.30
5508405;80698765;2018339;2684;3;2015.04.06
5508505;93698765;2018339;3684;2;2016.02.06
5508605;12812345;2018340;1685;2;2017.01.26
5508705;12612345;2018340;1685;1;2015.01.31
5508805;21312345;2018340;1685;2;2012.01.19
5508905;20412345;2018340;2685;1;2014.12.08
5509005;32712345;2018340;2685;2;2018.05.11
5509105;33212345;2018340;2685;1;2012.06.22
5509205;42954321;2018340;3685;2;2018.03.08
5509305;53254321;2018340;3685;1;2017.08.22
5509405;51054321;2018340;3685;3;2012.07.19
5509505;61254321;2018340;4685;1;2017.06.22
5509605;70998765;2018340;4685;2;2011.11.29
5509705;75198765;2018340;4685;1;2013.08.23
5509805;72998765;2018340;1685;2;2014.06.08
5509905;84898765;2018340;2685;2;2014.05.05
5510005;94398765;2018340;3685;2;2017.04.24
5510105;14312345;2018341;1691;3;2017.09.25
5510205;13412345;2018341;1691;2;2010.11.07
5510305;24012345;2018341;1691;3;2010.12.10
5510405;20612345;2018341;2691;3;2017.05.18
5510505;32212345;2018341;2691;3;2012.12.09
5510605;33512345;2018341;2691;2;2014.11.21
5510705;42854321;2018341;3691;1;2011.09.24
5510805;52054321;2018341;3691;3;2014.04.18
5510905;50254321;2018341;3691;3;2012.09.18
5511005;64054321;2018341;4691;2;2018.01.29
5511105;79098765;2018341;4691;1;2018.01.06
5511205;77998765;2018341;4691;2;2013.12.06
5511305;79098765;2018341;1691;2;2014.02.27
5511405;81498765;2018341;2691;1;2012.06.26
5511505;90698765;2018341;3691;3;2012.11.15
5511605;10412345;2018342;1692;3;2012.07.17
5511705;10812345;2018342;1692;1;2018.01.24
5511805;21312345;2018342;1692;2;2013.04.23
5511905;21812345;2018342;2692;2;2011.01.09
5512005;33012345;2018342;2692;2;2010.02.10
5512105;33912345;2018342;2692;3;2013.06.06
5512205;41954321;2018342;3692;2;2010.05.27
5512305;52654321;2018342;3692;1;2011.09.09
5512405;51954321;2018342;3692;1;2017.03.04
5512505;62754321;2018342;4692;3;2012.08.29
5512605;79698765;2018342;4692;3;2016.04.22
5512705;76598765;2018342;4692;2;2010.02.06
5512805;79498765;2018342;1692;2;2013.12.10
5512905;80498765;2018342;2692;3;2010.05.17
5513005;96598765;2018342;3692;2;2013.01.13
5513105;14812345;2018343;1693;1;2014.09.14
5513205;11512345;2018343;1693;2;2015.08.05
5513305;23412345;2018343;1693;3;2015.10.28
5513405;23412345;2018343;2693;2;2010.10.04
5513505;31412345;2018343;2693;3;2011.02.12
5513605;32412345;2018343;2693;1;2016.11.03
5513705;43354321;2018343;3693;2;2016.08.27
5513805;51754321;2018343;3693;3;2013.01.28
5513905;53854321;2018343;3693;1;2010.01.06
5514005;64054321;2018343;4693;2;2016.05.23
5514105;76798765;2018343;4693;2;2013.04.20
5514205;71398765;2018343;4693;1;2012.02.16
5514305;75998765;2018343;1693;1;2011.04.30
5514405;82998765;2018343;2693;1;2018.04.30
5514505;92398765;2018343;3693;3;2013.02.25
5514605;11712345;2018344;1694;1;2017.11.12
5514705;14412345;2018344;1694;1;2012.02.17
5514805;23912345;2018344;1694;3;2010.07.20
5514905;23712345;2018344;2694;1;2015.03.24
5515005;30412345;2018344;2694;1;2011.11.28
5515105;33612345;2018344;2694;3;2011.05.04
5515205;40954321;2018344;3694;2;2015.06.11
5515305;53054321;2018344;3694;3;2017.08.12
5515405;53954321;2018344;3694;3;2015.02.19
5515505;61754321;2018344;4694;1;2017.02.24
5515605;76098765;2018344;4694;3;2012.03.16
5515705;78098765;2018344;4694;2;2012.04.10
5515805;75298765;2018344;1694;3;2010.12.16
5515905;84898765;2018344;2694;3;2013.02.22
5516005;93898765;2018344;3694;1;2017.03.06
5516105;14512345;2018345;1695;3;2011.02.07
5516205;14012345;2018345;1695;2;2017.03.26
5516305;22412345;2018345;1695;1;2015.10.03
5516405;22912345;2018345;2695;3;2010.02.20
5516505;30712345;2018345;2695;1;2017.02.12
5516605;33112345;2018345;2695;2;2012.01.15
5516705;41454321;2018345;3695;3;2011.02.25
5516805;51354321;2018345;3695;2;2012.03.12
5516905;53154321;2018345;3695;2;2017.05.07
5517005;63454321;2018345;4695;2;2013.10.28
5517105;75698765;2018345;4695;1;2011.12.23
5517205;74698765;2018345;4695;2;2011.06.07
5517305;74398765;2018345;1695;1;2012.07.08
5517405;80798765;2018345;2695;3;2017.12.22
5517505;96298765;2018345;3695;3;2016.02.09
5517605;10912345;2018346;1701;1;2014.03.28
5517705;12212345;2018346;1701;2;2011.05.02
5517805;23712345;2018346;1701;2;2013.06.01
5517905;21912345;2018346;2701;3;2017.12.12
5518005;32412345;2018346;2701;3;2015.06.09
5518105;31512345;2018346;2701;3;2015.06.23
5518205;41654321;2018346;3701;1;2018.02.23
5518305;52754321;2018346;3701;1;2014.01.30
5518405;50154321;2018346;3701;1;2012.06.19
5518505;62954321;2018346;4701;2;2013.07.26
5518605;76098765;2018346;4701;1;2010.09.07
5518705;76898765;2018346;4701;2;2015.09.28
5518805;75098765;2018346;1701;2;2014.01.24
5518905;80198765;2018346;2701;1;2011.03.19
5519005;94298765;2018346;3701;2;2017.11.02
5519105;12912345;2018347;1702;3;2014.09.24
5519205;14812345;2018347;1702;2;2011.05.27
5519305;21012345;2018347;1702;2;2011.11.25
5519405;23312345;2018347;2702;3;2018.04.10
5519505;32512345;2018347;2702;3;2014.02.26
5519605;32012345;2018347;2702;1;2012.02.09
5519705;40354321;2018347;3702;1;2018.01.11
5519805;52454321;2018347;3702;1;2010.08.27
5519905;50654321;2018347;3702;3;2012.11.15
5520005;62854321;2018347;4702;2;2014.08.21
5520105;78098765;2018347;4702;1;2016.09.01
5520205;79798765;2018347;4702;1;2017.10.25
5520305;72398765;2018347;1702;2;2017.07.11
5520405;81098765;2018347;2702;1;2017.02.19
5520505;93998765;2018347;3702;2;2017.09.26
5520605;12312345;2018348;1703;3;2013.08.25
5520705;13012345;2018348;1703;2;2017.07.26
5520805;21812345;2018348;1703;3;2014.05.31
5520905;22012345;2018348;2703;2;2010.04.19
5521005;32512345;2018348;2703;1;2011.06.26
5521105;32312345;2018348;2703;2;2014.07.11
5521205;40454321;2018348;3703;2;2014.04.30
5521305;52754321;2018348;3703;2;2010.12.14
5521405;53454321;2018348;3703;3;2011.05.28
5521505;60854321;2018348;4703;1;2014.05.20
5521605;75498765;2018348;4703;1;2017.12.19
5521705;70198765;2018348;4703;2;2011.11.02
5521805;74698765;2018348;1703;2;2012.03.05
5521905;84298765;2018348;2703;2;2011.07.03
5522005;94198765;2018348;3703;1;2016.12.24
5522105;14512345;2018349;1704;2;2010.10.20
5522205;10612345;2018349;1704;1;2017.06.19
5522305;23112345;2018349;1704;2;2011.02.21
5522405;21112345;2018349;2704;3;2010.08.02
5522505;35112345;2018349;2704;2;2016.03.08
5522605;30512345;2018349;2704;2;2012.06.08
